time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-08T03:20:46.547Z,55.8567,-156.5782,22.3,3.2,ml,,,,0.43,ak,ak022da7gf3,2022-03-19T22:07:27.040Z,"123 km ESE of Chignik, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2022-01-08T01:20:56.262Z,53.0847,-169.7367,131.24,3.1,ml,,99,0.278,0.59,us,us7000gcw4,2022-03-19T22:07:26.040Z,"60 km WNW of Nikolski, Alaska",earthquake,6,6.4,0.115,10,reviewed,us,us
2022-01-07T18:06:33.390Z,54.5377,-159.8199,16.74,2.6,ml,,256,0.323,0.26,us,us7000gh5w,2022-03-12T22:19:26.040Z,"south of Alaska",earthquake,5,6.3,0.115,10,reviewed,us,us
2022-01-07T11:29:44.522Z,56.3468,-156.5293,73.9,2.6,ml,,,,0.7,ak,ak022brhin4,2022-03-12T22:19:14.040Z,"116 km E of Chignik, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2022-01-07T03:47:43.578Z,54.8362,-157.4919,41.8,3,ml,,,,1.07,ak,ak022bmtx10,2022-03-12T22:19:26.040Z,"159 km SE of Perryville, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2022-01-07T02:18:01.284Z,57.8826,-156.2223,129.6,2.6,ml,,,,0.38,ak,ak022bm25mm,2022-03-12T22:19:13.040Z,"77 km ESE of Egegik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-01-07T02:10:09.396Z,54.9373,-157.7126,18.5,3.1,ml,,,,0.47,ak,ak022bm0h5o,2022-03-12T22:19:26.040Z,"141 km SE of Perryville, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2022-01-07T01:51:34.984Z,54.939,-157.7286,47.7,2.5,ml,,,,0.58,ak,ak022blnva2,2022-03-12T22:19:26.040Z,"140 km SE of Perryville, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2022-01-07T00:08:50.608Z,54.399,-159.8168,16.51,2.7,ml,,276,0.452,0.42,us,us7000gh5r,2022-03-12T22:19:26.040Z,"113 km SSE of Sand Point, Alaska",earthquake,4.4,6.6,0.128,8,reviewed,us,us
2022-01-06T20:35:06.374Z,53.7921,-164.9769,35,2.8,ml,,207,0.582,0.36,us,us7000ghpd,2022-03-12T22:19:27.040Z,"64 km SE of Akutan, Alaska",earthquake,4.6,2,0.097,14,reviewed,us,us
2022-01-06T19:34:13.004Z,54.5114,-159.671,19.74,2.9,ml,,227,0.323,0.51,us,us7000ghpc,2022-03-12T22:19:27.040Z,"106 km SSE of Sand Point, Alaska",earthquake,3.8,4.9,0.091,16,reviewed,us,us
2022-01-06T12:12:56.461Z,54.5357,-161.1274,27.39,2.8,ml,,239,0.748,0.4,us,us7000ghp9,2022-03-12T22:19:26.040Z,"96 km SE of King Cove, Alaska",earthquake,5.7,7.3,0.128,8,reviewed,us,us
2022-01-06T08:53:12.057Z,53.5892,-165.7854,48.86,3.6,mb,,186,0.498,0.5,us,us7000gc1j,2022-03-12T22:19:22.040Z,"58 km ESE of Unalaska, Alaska",earthquake,5.5,13.5,0.115,19,reviewed,us,us
2022-01-06T08:21:39.912Z,55.0641,-157.6974,18.3,3.2,ml,,,,0.51,ak,ak022a244x3,2022-03-12T22:19:27.040Z,"131 km SE of Perryville, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2022-01-06T05:58:35.508Z,53.7686,-163.46,12.94,2.8,ml,,227,0.967,0.39,us,us7000ghpg,2022-03-12T22:19:27.040Z,"120 km S of False Pass, Alaska",earthquake,4.1,11.5,0.128,8,reviewed,us,us
2022-01-06T05:18:51.974Z,54.6729,-156.8292,9.8,2.9,ml,,,,0.42,ak,ak022a0b7vx,2022-03-12T22:19:27.040Z,"201 km SE of Perryville, Alaska",earthquake,,2,,,reviewed,ak,ak
2022-01-06T01:34:29.281Z,53.0782,-167.5238,35,3.3,ml,,206,0.406,0.68,us,us7000ghp7,2022-03-12T22:19:26.040Z,"91 km E of Nikolski, Alaska",earthquake,4.7,2,0.105,12,reviewed,us,us
2022-01-05T22:15:03.474Z,54.8862,-156.1865,10.2,3.2,ml,,,,0.7,ak,ak0228mvhsb,2022-03-12T22:19:26.040Z,"210 km SE of Chignik, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2022-01-05T15:20:16.153Z,53.135,-166.7867,35,3.5,ml,,216,0.662,0.5,us,us7000ggqb,2022-03-12T22:19:25.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,5,2,0.097,14,reviewed,us,us
2022-01-05T14:38:53.312Z,53.1032,-166.7607,35,3.2,ml,,212,0.695,0.33,us,us7000ggqa,2022-03-12T22:19:25.040Z,"87 km S of Unalaska, Alaska",earthquake,2.9,2,0.105,12,reviewed,us,us
2022-01-05T14:30:19.031Z,57.763,-155.1981,12.9,3.8,ml,,,,0.53,ak,ak0228i79ud,2022-03-12T22:19:09.040Z,"49 km WNW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2022-01-05T14:25:22.693Z,56.5076,-154.6172,35.6,3.4,ml,,,,1.5,ak,ak0228i67l4,2022-03-12T22:19:21.040Z,"55 km SSW of Akhiok, Alaska",earthquake,,5.9,,,reviewed,ak,ak
2022-01-05T14:04:41.472Z,53.5248,-164.2048,28.29,2.7,ml,,244,1.016,0.72,us,us7000ggq8,2022-03-12T22:19:25.040Z,"123 km SE of Akutan, Alaska",earthquake,2.8,12.8,0.105,12,reviewed,us,us
2022-01-05T14:01:28.584Z,54.3653,-160.8025,24.37,2.9,ml,,207,0.846,0.42,us,us7000ggq7,2022-03-12T22:19:25.040Z,"109 km S of Sand Point, Alaska",earthquake,5.2,11.2,0.085,18,reviewed,us,us
2022-01-05T05:11:52.457Z,53.5694,-165.2281,35,2.6,ml,,215,0.648,0.18,us,us7000ggq6,2022-03-12T22:19:25.040Z,"72 km SSE of Akutan, Alaska",earthquake,5.7,2,0.105,12,reviewed,us,us
2022-01-04T19:40:40.411Z,56.6188,-156.0811,69.8,2.8,ml,,,,0.51,ak,ak0226xp9d7,2022-03-12T22:19:07.040Z,"122 km WSW of Akhiok, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2022-01-04T13:00:39.294Z,52.8468,-162.5323,10,3.2,ml,,273,2.007,0.65,us,us7000g901,2022-03-12T22:19:07.040Z,"230 km SSE of False Pass, Alaska",earthquake,3.1,1.9,0.085,18,reviewed,us,us
2022-01-04T06:12:47.771Z,53.1334,-166.7317,29.19,3.5,ml,,198,0.667,0.51,us,us7000ggsx,2022-03-12T22:19:26.040Z,"83 km S of Unalaska, Alaska",earthquake,6.3,15.8,0.085,18,reviewed,us,us
2022-01-03T14:23:44.745Z,53.883,-166.0921,37.37,3.7,ml,,174,0.219,0.3,us,us7000ghh5,2022-03-12T22:19:26.040Z,"29 km E of Unalaska, Alaska",earthquake,5.9,10.2,0.085,18,reviewed,us,us
2022-01-03T13:56:18.998Z,52.5821,-170.0298,35,2.6,ml,,318,0.255,0.72,us,us7000ghh8,2022-03-12T22:19:26.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,4.6,2,0.148,6,reviewed,us,us
2022-01-03T11:58:59.113Z,53.483,-165.8716,44.05,4.2,mb,,86,0.523,0.47,us,us7000g8ns,2022-03-12T22:19:04.040Z,"61 km SE of Unalaska, Alaska",earthquake,4.8,10.1,0.075,50,reviewed,us,us
2022-01-02T08:53:40.654Z,55.4972,-159.1244,26.7,2.5,ml,,,,0.77,ak,ak0223g5lwx,2022-03-12T22:19:25.040Z,"46 km S of Perryville, Alaska",earthquake,,9.1,,,reviewed,ak,ak
2022-01-02T08:43:40.214Z,55.5042,-159.2573,10.6,2.8,ml,,,,0.65,ak,ak0223g3gu2,2022-03-12T22:19:25.040Z,"45 km S of Perryville, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2022-01-02T08:06:35.897Z,52.6224,-168.1743,34.28,2.5,ml,,228,0.541,0.18,us,us7000gg39,2022-03-12T22:19:25.040Z,"58 km SE of Nikolski, Alaska",earthquake,4.6,11.3,0.115,10,reviewed,us,us
2022-01-02T05:03:12.401Z,53.3544,-167.0285,4.22,2.9,ml,,192,0.449,0.35,us,us7000g93s,2022-03-12T22:19:08.040Z,"66 km SSW of Unalaska, Alaska",earthquake,1.5,10.7,0.091,16,reviewed,us,us
2022-01-02T01:28:22.050Z,53.7031,-164.0929,35,2.7,ml,,256,0.823,0.38,us,us7000gg33,2022-03-12T22:19:25.040Z,"120 km ESE of Akutan, Alaska",earthquake,4.1,2,0.105,12,reviewed,us,us
2022-01-01T04:35:50.111Z,54.5202,-163.2497,10,2.9,ml,,201,0.338,0.54,us,us7000gfyq,2022-03-12T22:19:24.040Z,"38 km SSE of False Pass, Alaska",earthquake,2.3,2,0.097,14,reviewed,us,us
2022-01-01T03:06:37.108Z,54.4779,-163.2404,10,2.6,ml,,193,0.393,0.35,us,us7000gfyn,2022-03-12T22:19:24.040Z,"43 km SSE of False Pass, Alaska",earthquake,2,1.9,0.105,12,reviewed,us,us
2022-01-01T01:38:57.636Z,52.922,-163.6605,10,3.1,ml,,257,1.695,0.47,us,us7000gfyv,2022-03-12T22:19:25.040Z,"194 km SE of Akutan, Alaska",earthquake,3.6,1.9,0.105,12,reviewed,us,us
2021-12-31T23:10:35.635Z,54.6316,-163.3762,19.98,3.4,mb,,165,0.226,0.96,us,us7000gazr,2022-03-05T23:11:13.040Z,"24 km S of False Pass, Alaska",earthquake,5.8,8.6,0.22,5,reviewed,us,us
2021-12-30T20:47:46.467Z,54.5148,-161.8919,35,2.9,ml,,204,0.521,0.93,us,us7000gg9j,2022-03-05T23:11:15.040Z,"66 km SSE of King Cove, Alaska",earthquake,2.1,2,0.115,10,reviewed,us,us
2021-12-30T13:24:36.748Z,57.2635,-155.0039,58.6,5,ml,,,,0.66,ak,ak021gq7i6k6,2023-12-16T04:32:06.140Z,"47 km SW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-12-30T09:22:05.878Z,54.3216,-161.7735,21.17,2.7,ml,,200,0.725,0.57,us,us7000gg9l,2022-03-05T23:11:15.040Z,"89 km SSE of King Cove, Alaska",earthquake,3.5,12.1,0.097,14,reviewed,us,us
2021-12-29T03:23:18.302Z,52.4714,-169.5974,35,4.2,mb,,139,1.29,1.02,us,us6000gg00,2022-03-05T23:10:50.040Z,"71 km SW of Nikolski, Alaska",earthquake,6.7,1.9,0.058,85,reviewed,us,us
2021-12-28T02:36:32.143Z,53.5283,-164.7025,35,2.8,ml,,225,0.878,0.45,us,us7000gela,2022-03-05T23:11:14.040Z,"97 km SE of Akutan, Alaska",earthquake,5.1,2,0.105,12,reviewed,us,us
2021-12-27T23:01:25.482Z,54.7449,-159.7882,23.42,3,ml,,207,0.143,0.51,us,us7000geqg,2022-03-05T23:11:15.040Z,"80 km SE of Sand Point, Alaska",earthquake,3.3,10.9,0.074,24,reviewed,us,us
2021-12-27T20:13:12.786Z,56.4451,-156.7501,2.1,3.5,ml,,,,0.63,ak,ak021glczrrd,2022-03-05T23:10:46.040Z,"103 km E of Chignik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-12-27T18:04:14.462Z,55.1362,-160.0981,16.16,2.9,ml,,127,0.304,0.61,us,us7000geqd,2022-03-05T23:11:15.040Z,"33 km SE of Sand Point, Alaska",earthquake,2.9,3.1,0.074,24,reviewed,us,us
2021-12-27T02:05:46.267Z,54.1333,-164.5081,49.83,2.6,ml,,196,0.342,0.32,us,us7000geqc,2022-03-05T23:11:15.040Z,"82 km E of Akutan, Alaska",earthquake,9.9,28.9,0.105,12,reviewed,us,us
2021-12-26T10:45:30.009Z,55.1289,-160.109,18.94,2.8,ml,,124,0.305,0.45,us,us7000gd7z,2022-03-05T23:11:14.040Z,"33 km SE of Sand Point, Alaska",earthquake,2.3,5.4,0.085,18,reviewed,us,us
2021-12-26T10:13:08.690Z,56.1394,-156.3472,6.9,2.5,ml,,,,0.72,ak,ak021gjji2t1,2022-03-05T23:11:14.040Z,"128 km E of Chignik, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2021-12-26T07:04:15.625Z,55.7984,-162.1487,12.57,2.9,ml,,131,0.107,0.46,us,us7000gd7y,2022-03-05T23:11:14.040Z,"63 km WSW of Nelson Lagoon, Alaska",earthquake,2.9,1.6,0.148,6,reviewed,us,us
2021-12-26T06:20:32.681Z,53.6208,-166.7845,77.84,2.5,ml,,196,0.182,0.33,us,us7000gd7x,2022-03-05T23:11:14.040Z,"32 km SSW of Unalaska, Alaska",earthquake,7.3,10.5,0.128,8,reviewed,us,us
2021-12-26T04:25:56.736Z,53.5273,-164.7536,35,3.2,ml,,231,0.857,0.27,us,us7000gd7w,2022-03-05T23:11:13.040Z,"95 km SE of Akutan, Alaska",earthquake,4.9,2,0.105,12,reviewed,us,us
2021-12-25T23:35:55.699Z,55.4563,-156.9687,10.1,2.7,ml,,,,0.51,ak,ak021gi3u6k1,2022-03-05T23:11:14.040Z,"129 km SE of Chignik, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2021-12-25T23:10:13.003Z,54.8164,-157.8983,5.3,3.9,ml,,,,0.56,ak,ak021gi3oqcq,2022-03-05T23:10:40.040Z,"145 km SSE of Perryville, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-25T19:52:39.489Z,54.1707,-162.1703,17.32,2.7,ml,,225,0.807,0.75,us,us7000gdj9,2022-03-05T23:11:14.040Z,"99 km S of King Cove, Alaska",earthquake,5.4,12.6,0.091,16,reviewed,us,us
2021-12-25T14:40:48.589Z,55.5177,-164.1857,243.41,3.5,ml,,153,0.795,0.48,us,us6000gf8j,2022-03-05T23:10:39.040Z,"88 km NW of False Pass, Alaska",earthquake,10.3,5,0.148,6,reviewed,us,us
2021-12-25T10:15:55.897Z,55.1503,-156.7991,2.4,4.3,ml,,,,0.56,ak,ak021ghvz8wg,2022-03-05T23:10:39.040Z,"162 km SE of Chignik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-12-25T05:32:49.422Z,53.1837,-161.746,14.22,2.8,ml,,247,1.823,0.37,us,us7000gdjd,2022-03-05T23:11:14.040Z,"212 km S of King Cove, Alaska",earthquake,10.1,19.6,0.097,14,reviewed,us,us
2021-12-24T06:48:25.837Z,52.1818,-169.9746,35,3.4,ml,,211,1.66,0.79,us,us6000gf0j,2022-03-05T23:10:36.040Z,"113 km SW of Nikolski, Alaska",earthquake,3.5,2,0.091,16,reviewed,us,us
2021-12-23T23:14:49.833Z,54.6801,-159.9109,16,2.8,ml,,217,0.24,0.36,us,us7000gdst,2022-03-01T16:40:00.040Z,"82 km SSE of Sand Point, Alaska",earthquake,4.9,5.7,0.128,8,reviewed,us,us
2021-12-23T19:54:58.211Z,54.5078,-163.2675,10,3,ml,,191,0.36,0.52,us,us7000gdsq,2022-03-01T16:39:57.040Z,"39 km SSE of False Pass, Alaska",earthquake,1.6,2,0.091,16,reviewed,us,us
2021-12-23T11:39:18.690Z,53.2479,-160.3246,28.16,2.9,ml,,259,1.644,0.58,us,us7000gdt1,2022-03-01T16:39:50.040Z,"232 km S of Sand Point, Alaska",earthquake,4.1,11.1,0.085,18,reviewed,us,us
2021-12-23T11:04:47.881Z,55.1885,-159.1787,55.5,3.4,ml,,162,0.429,0.69,us,us6000get2,2022-03-01T16:39:50.040Z,"80 km S of Perryville, Alaska",earthquake,3.6,10.8,0.064,32,reviewed,us,us
2021-12-23T08:24:31.170Z,54.8363,-158.7462,17.35,3.6,ml,,206,0.487,0.62,us,us6000gesp,2022-03-01T16:39:46.040Z,"122 km SSE of Perryville, Alaska",earthquake,4.9,9.3,0.064,32,reviewed,us,us
2021-12-23T07:40:48.443Z,57.827,-157.3874,6.9,3.1,ml,,,,0.83,ak,ak021gej9lwp,2022-03-01T16:39:46.040Z,"31 km NNE of Pilot Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-12-23T01:42:54.537Z,54.3904,-159.7589,21.75,2.5,ml,,267,0.452,0.51,us,us7000gdsu,2022-03-01T16:39:36.040Z,"115 km SSE of Sand Point, Alaska",earthquake,4.5,11.9,0.148,6,reviewed,us,us
2021-12-22T18:31:09.264Z,54.1957,-159.6492,10,3.3,ml,,223,0.637,0.93,us,us7000gcbh,2022-03-01T16:39:27.040Z,"138 km SSE of Sand Point, Alaska",earthquake,5.1,2,0.081,20,reviewed,us,us
2021-12-22T13:54:59.294Z,53.3891,-164.9282,35,3.1,ml,,221,0.898,0.29,us,us7000gcbg,2022-03-01T16:39:25.040Z,"99 km SSE of Akutan, Alaska",earthquake,3.7,2,0.085,18,reviewed,us,us
2021-12-22T02:11:27.320Z,55.0663,-159.3631,14.37,3,ml,,158,0.269,0.87,us,us7000gcbd,2022-03-01T16:39:10.040Z,"78 km ESE of Sand Point, Alaska",earthquake,4.3,7,0.085,18,reviewed,us,us
2021-12-22T01:50:29.702Z,54.5809,-159.7022,22.4,3.7,mb,,163,0.259,0.5,us,us6000gecx,2022-03-01T16:39:09.040Z,"south of Alaska",earthquake,3,6.2,0.206,6,reviewed,us,us
2021-12-21T20:55:52.521Z,54.4808,-163.2297,10,2.8,ml,,174,0.391,0.55,us,us7000gchu,2022-03-01T16:39:01.040Z,"43 km SSE of False Pass, Alaska",earthquake,2.1,1.9,0.074,24,reviewed,us,us
2021-12-21T18:36:41.643Z,58.0073,-156.3287,136.3,3.1,ml,,,,0.66,ak,ak021gbept45,2022-03-01T16:38:58.040Z,"65 km ESE of Egegik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-12-21T17:02:03.983Z,52.7042,-168.1614,42.72,4.3,mb,,139,0.683,1.05,us,us6000ge8g,2022-03-01T16:38:58.040Z,"53 km ESE of Nikolski, Alaska",earthquake,5.4,6.2,0.057,92,reviewed,us,us
2021-12-21T16:59:50.672Z,52.7011,-168.159,35,4,mb,,141,0.686,0.87,us,us6000ge7s,2022-03-01T16:38:57.040Z,"54 km ESE of Nikolski, Alaska",earthquake,5,2,0.09,35,reviewed,us,us
2021-12-20T08:45:19.845Z,54.6094,-159.666,25.1,3,ml,,220,0.226,0.49,us,us7000gfzw,2022-03-01T16:38:12.040Z,"96 km SSE of Sand Point, Alaska",earthquake,3.2,10.4,0.069,28,reviewed,us,us
2021-12-20T06:33:50.134Z,57.5819,-156.7638,129.1,2.5,ml,,,,0.64,ak,ak021g9k0tls,2022-03-01T16:38:10.040Z,"38 km E of Ugashik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-12-20T05:48:41.317Z,51.9706,-169.5625,35,3.2,mb,,223,1.687,1.07,us,us7000gg01,2022-03-01T16:38:08.040Z,"117 km SSW of Nikolski, Alaska",earthquake,3.1,2,0.152,12,reviewed,us,us
2021-12-20T04:30:23.110Z,52.4092,-169.288,28.11,2.5,ml,,344,1.224,0.76,us,us7000gg00,2022-03-01T16:38:07.040Z,"65 km SSW of Nikolski, Alaska",earthquake,9.6,9.7,0.148,6,reviewed,us,us
2021-12-19T23:18:05.859Z,55.1549,-156.7132,3.2,3.8,ml,,,,0.53,ak,ak021g86ick9,2022-03-01T16:38:03.040Z,"165 km SE of Chignik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-19T18:26:01.564Z,55.1477,-156.8557,0.4,3.2,ml,,,,0.48,ak,ak021g83kwd7,2022-03-01T16:38:00.040Z,"160 km SE of Chignik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-19T08:39:15.517Z,54.8719,-161.7405,92.41,2.9,ml,,161,0.286,0.24,us,us7000gbs6,2022-03-01T16:37:53.040Z,"42 km ESE of King Cove, Alaska",earthquake,7.5,7,0.071,26,reviewed,us,us
2021-12-19T06:42:52.903Z,52.1687,-165.9225,10,3.5,mb,,180,1.716,0.53,us,us6000gel8,2022-03-01T16:37:50.040Z,"194 km SSE of Unalaska, Alaska",earthquake,3.3,2,0.114,19,reviewed,us,us
2021-12-18T17:42:16.696Z,54.6117,-163.316,28.61,3,ml,,165,0.252,0.99,us,us7000gc30,2022-03-01T16:37:35.040Z,"27 km SSE of False Pass, Alaska",earthquake,4.4,9.7,0.085,18,reviewed,us,us
2021-12-18T10:35:09.195Z,53.8247,-165.3592,62.19,2.9,ml,,196,0.395,0.32,us,us7000gc2w,2022-03-01T16:37:28.040Z,"43 km SE of Akutan, Alaska",earthquake,5.4,16.4,0.097,14,reviewed,us,us
2021-12-18T06:54:42.558Z,54.3973,-159.77,19.64,2.5,ml,,268,0.447,0.21,us,us7000gc36,2022-03-01T16:37:25.040Z,"114 km SSE of Sand Point, Alaska",earthquake,2.9,7.2,0.128,8,reviewed,us,us
2021-12-18T04:05:22.467Z,54.296,-159.8878,21.89,2.7,ml,,250,0.563,0.5,us,us7000gc2u,2022-03-01T16:37:22.040Z,"122 km SSE of Sand Point, Alaska",earthquake,4.1,4.5,0.115,10,reviewed,us,us
2021-12-18T02:30:21.322Z,54.7402,-157.0673,29.8,2.9,ml,,,,0.85,ak,ak021g66ji5w,2022-03-01T16:37:20.040Z,"185 km SE of Perryville, Alaska",earthquake,,10.7,,,reviewed,ak,ak
2021-12-17T11:45:14.295Z,54.6213,-163.4159,105.12,2.5,ml,,165,0.201,0.48,us,us7000gc4v,2022-03-01T16:37:06.040Z,"25 km S of False Pass, Alaska",earthquake,7.7,5.1,0.091,16,reviewed,us,us
2021-12-17T10:36:30.264Z,51.3397,-172.1657,10,3.1,ml,,227,1.522,0.48,us,us6000gd7m,2022-03-01T16:37:05.040Z,"169 km SE of Atka, Alaska",earthquake,6.2,2,0.105,12,reviewed,us,us
2021-12-17T10:33:41.493Z,54.7942,-164.1171,10,3.3,ml,,133,0.409,0.7,us,us6000gd28,2022-03-01T16:37:05.040Z,"45 km W of False Pass, Alaska",earthquake,3.6,2,0.081,20,reviewed,us,us
2021-12-17T09:45:04.461Z,53.4417,-165.1008,35,3.4,ml,,216,0.797,0.25,us,us7000gc4u,2022-03-01T16:37:04.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,1.9,2,0.081,20,reviewed,us,us
2021-12-17T08:47:52.131Z,54.9856,-163.764,172.24,2.7,ml,,138,0.238,0.34,us,us7000gc4z,2022-03-01T16:37:04.040Z,"26 km WNW of False Pass, Alaska",earthquake,6.7,5.6,0.081,20,reviewed,us,us
2021-12-16T11:38:24.387Z,55.2201,-160.8119,98.45,3.1,ml,,131,0.231,0.58,us,us6000gcra,2022-02-24T21:01:44.040Z,"23 km WSW of Sand Point, Alaska",earthquake,3.2,6.7,0.064,32,reviewed,us,us
2021-12-16T10:40:35.065Z,52.8312,-166.7546,2.32,3.2,ml,,222,0.907,0.29,us,us6000gf3c,2022-02-24T21:02:37.040Z,"116 km S of Unalaska, Alaska",earthquake,4.9,7.9,0.097,14,reviewed,us,us
2021-12-16T07:35:12.064Z,52.0642,-168.6241,35,2.7,ml,,323,1.367,0.47,us,us6000gf3g,2022-02-24T21:02:38.040Z,"98 km S of Nikolski, Alaska",earthquake,11.5,2,0.121,14,reviewed,us,us
2021-12-16T00:17:34.767Z,52.6685,-168.2612,35,2.9,ml,,217,0.727,0.59,us,us6000gf3e,2022-02-24T21:02:37.040Z,"50 km SE of Nikolski, Alaska",earthquake,2.9,2,0.097,14,reviewed,us,us
2021-12-15T13:45:38.234Z,52.4081,-170.0396,10,3.2,ml,,210,0.916,0.3,us,us7000gbhv,2022-02-24T21:02:48.040Z,"99 km SW of Nikolski, Alaska",earthquake,7.1,1.9,0.091,16,reviewed,us,us
2021-12-15T09:35:12.793Z,52.8841,-165.5186,10,2.7,ml,,231,1.129,0.32,us,us7000gbhm,2022-02-24T21:02:46.040Z,"129 km SSE of Unalaska, Alaska",earthquake,3.9,2,0.097,14,reviewed,us,us
2021-12-14T23:26:18.628Z,55.392,-159.5559,58.02,3.7,mb,,122,0.527,0.63,us,us6000gca9,2022-02-24T21:00:56.040Z,"56 km S of Ivanof Bay, Alaska",earthquake,5.7,7.9,0.358,2,reviewed,us,us
2021-12-14T19:06:01.529Z,54.3882,-158.8657,18.73,3.7,mb,,196,0.611,1.37,us,us6000gd5b,2022-02-24T21:02:19.040Z,"148 km SE of Sand Point, Alaska",earthquake,7,9.4,0.252,4,reviewed,us,us
2021-12-14T18:31:30.501Z,55.3066,-160.9041,71.28,2.6,ml,,126,0.248,0.58,us,us7000gc60,2022-02-24T21:02:51.040Z,"25 km W of Sand Point, Alaska",earthquake,3.5,6.2,0.091,16,reviewed,us,us
2021-12-14T13:17:09.595Z,54.2681,-159.7524,24.87,2.8,ml,,202,0.572,0.61,us,us7000gc65,2022-02-24T21:02:53.040Z,"128 km SSE of Sand Point, Alaska",earthquake,6.1,5.9,0.07,27,reviewed,us,us
2021-12-14T07:22:59.756Z,54.7621,-157.772,25.8,2.7,ml,,,,0.78,ak,ak021fznbng7,2022-02-24T21:02:53.040Z,"154 km SSE of Perryville, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-12-14T05:51:02.745Z,54.8158,-160.3565,25.26,2.6,ml,,172,0.444,0.46,us,us7000gc63,2022-02-24T21:02:52.040Z,"58 km S of Sand Point, Alaska",earthquake,4.6,12,0.077,22,reviewed,us,us
2021-12-14T04:37:17.854Z,54.6211,-156.8633,21.3,3.4,ml,,,,0.63,ak,ak021fzlmgsy,2022-02-24T21:00:41.040Z,"south of Alaska",earthquake,,4.4,,,reviewed,ak,ak
2021-12-14T02:48:10.749Z,54.7927,-157.8177,25.5,2.7,ml,,,,0.47,ak,ak021fzkhy9e,2022-02-24T21:02:52.040Z,"150 km SSE of Perryville, Alaska",earthquake,,2,,,reviewed,ak,ak
2021-12-14T01:22:45.658Z,54.7909,-157.8481,18,4,ml,,,,0.69,ak,ak021fzjr0o1,2022-02-24T21:00:38.040Z,"149 km SSE of Perryville, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2021-12-14T00:02:11.770Z,54.8218,-157.8854,1.5,4.3,ml,,,,0.54,ak,ak021fzj188o,2022-02-24T21:00:37.040Z,"145 km SSE of Perryville, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2021-12-13T19:32:44.585Z,54.4825,-163.2411,10,2.7,ml,,193,0.366,0.42,us,us6000gc6x,2022-02-24T21:00:48.040Z,"42 km SSE of False Pass, Alaska",earthquake,2.3,2,0.097,14,reviewed,us,us
2021-12-13T15:43:50.023Z,54.3037,-159.5634,24.36,2.6,ml,,295,0.528,0.61,us,us7000gbn4,2022-02-24T21:02:50.040Z,"129 km SSE of Sand Point, Alaska",earthquake,7.6,13.9,0.128,8,reviewed,us,us
2021-12-13T14:42:17.004Z,54.3509,-159.7487,20.96,3.2,ml,,235,0.49,0.58,us,us7000gbmv,2022-02-24T21:02:49.040Z,"119 km SSE of Sand Point, Alaska",earthquake,3.6,11.6,0.077,22,reviewed,us,us
2021-12-13T13:49:48.799Z,55.2022,-156.7423,24.6,3.6,ml,,,,0.46,ak,ak021fy3inwx,2022-02-24T21:00:32.040Z,"160 km SE of Chignik, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2021-12-13T12:14:15.415Z,58.0351,-154.9144,89,2.7,ml,,,,0.44,ak,ak021fy2pnrr,2022-02-24T21:00:31.040Z,"58 km NNW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-12-13T03:47:36.469Z,56.4971,-159.5041,206.9,2.6,ml,,,,0.46,ak,ak021fxxjvn2,2022-02-24T21:02:50.040Z,"53 km WNW of Chignik Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-12-13T00:51:22.540Z,52.5904,-169.4369,35,3.1,ml,,210,0.363,0.7,us,us7000gbms,2022-02-24T21:02:48.040Z,"54 km SW of Nikolski, Alaska",earthquake,4.9,2,0.085,18,reviewed,us,us
